commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp,matched_api,n_apis_in_product
ORACIN MOUTH WASH 120 ML,أوراسين موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,49.0,menthol,1
ORACIN MOUTH WASH 240 ML,أوراسين موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,64.0,menthol,1
ORACIN VERDE MOUTH WASH 125ML,أوراسين فيردي موث واش,TEGOSORB+THYMOL+CHLORHEXIDINE+EUGENOL+MENTHOL+METHYL SALICYLATE+METHYL HYDROXY BENZOATE+SODIUM BENZO,PANAX PHARMA,ORAL CARE,MOUTH,49.0,menthol,1
ORACOOLNEX 60 ML MOUTH WASH,أوراكولنيكس موث واش,HONEY- CLOVE OIL-TEA TREE OIL-MENTHOL,SMARTEC > ALPHA CEUTICAL PHARMA,MOUTH REFRESH,UNKNOWN,85.0,menthol,1
ORAFRESH MOUTH WASH 120ML,أورافريش موث واش,CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS+SODIUM LAURYL SULFATE+GLYCEROL+PEPPERMINT FLAVOUR+ETHANOL+D,EGYPTIAN COMPANY FOR COSMETICS > PEARLA PHARM,ORAL CARE,MOUTH,44.95,menthol,1
ORAMELLA  60 ML MOUTH SPRAY,أوراميللا موث,CHLORHEXIDINE+EUCALYPTUS OIL+MENTHOL CRYSTAL+JOJOBA OIL THAYMUS OIL+TOCOPHEROL,NILE COSMETICS > P PHARM,MOUTH SPRAY,UNKNOWN,49.0,menthol,1
ORASTRINE MOUTHWASH 200 ML,أوراستريني,EUCALYPTOL+MENTHOL+METHYL SALICYLATE+THYMOL,ADWIA,MOUTH WASH,MOUTH,29.0,menthol,1
ORAXICAPITAL  250ML MOUTH WASH,أوراكسيكابيتال موث واش,PEG-40 HYDROGENATED CASTOR OIL+GLYCERIN+SODIUM SACCHARIN+AROMA+MENTHOL+SODIUM FLUORIDE+CHLORHEXIDINE DIGLUCONATE+THYMOL+SODIUM BENZOATE,SMARTEC PHARMACEUTICAL AND COSMETICS > AL ARABY PHARMACEUTICAL FOR TRADING AND MANUFACTURING,MOUTHWASH,MOUTH,75.0,menthol,1
ORENTAL-C ORAL SPRAY 60 ML,أورينتال-ك أورال,MENTHOL+THYMOL+VITAMIN C+CETRIMIDE+CHLORHEXIDINE GLUCONATE+PROPOLIS+GLYCERIN,HI-CARE > FARMASO,ORAL CARE,SPRAY,25.0,menthol,1
ORIANNA VAG.DOUCHE 240 ML,أورياننا فاج,PROPYLENE GLYCOL+TEA TREE OIL+CHAMOMILE EXTRACT+CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS,EGYPTIAN COMPANY FOR COSMETICS > EXCEL PHARMA,VAGINAL WASH,VAGINAL,29.0,menthol,1
ORIANNA VAG.SPRAY 120ML,أورياننا فاج,PROPYLENE GLYCOL+TEA TREE OIL+CHAMOMILE EXTRACT+CHLORHEXIDINE GLUCONATE+MENTHOL CRYSTALS,EGYPTIAN COMPANY FOR COSMETICS > EXCEL PHARMA,VAGINAL CARE,VAGINAL,20.0,menthol,1
ORIZZONTE MASSAGE CREAM 100 GM,أوريززونتي ماسساجي,GLYCERIN+ALOE VERA EXTRACT+CAMPHOR+TOCOPHEROL+MENTHOL+CHAMOMILE EXTRACT+CLOVE OIL+VITAMINE C+POMEGRANATE EXTRACT+STEARIC ACID+CETYL ALCOHOL+TRIETHANOLAMINE,DREAMS EL HABOBA > ALWADY PHARMACEUTICAL CO. (ALPAC),MASSAGE CREAM,TOPICAL,54.0,menthol,1
ORIZZONTE MASSAGE CREAM 40 GM,أوريززونتي ماسساجي,GLYCERIN+ALOE VERA EXTRACT+CAMPHOR+TOCOPHEROL+MENTHOL+CHAMOMILE EXTRACT+CLOVE OIL+VITAMINE C+POMEGRANATE EXTRACT+STEARIC ACID+CETYL ALCOHOL+TRIETHANOLAMINE,DREAMS EL HABOBA > ALWADY PHARMACEUTICAL CO. (ALPAC),MASSAGE CREAM,TOPICAL,42.0,menthol,1
OROCRISP 60ML  MOUTH SPRAY,أوروكريسب موث,CHLORHEXIDINE+THYME+MENTHOL+CLOVE+HYALURONIC ACID+DISODIUM PHOSPHATE+GLYCYRRHETINIC ACID+MENTHA PIPERITA OIL+CITRIC ACID+POTASSIUM SORBATE+SALICYLIC ACID+EUGENIA CARYOPHYLLUS OIL+ALOE BARBADENSIS EXTRACT+PROPYLENE GLYCOL+SORBITOL+AQUA+PARFUM,DREAMS ALHABUBAH > EGYHEART INTERNATIONAL PHARMACEUTICAL,MOUTH SPRAY FOR MOUTH CARE,MOUTH,65.0,menthol,1
OROGENG 125 ML MOUTH WASH,أوروجينج موث واش,CHLORHEXIDINE DIACETATE+PEPPERMINT OIL+MENTHOL+TEA TREE EXT+EUGENIA+CLOVE EXT+THYME EXT+CALCIUM PHOSPHATE,EL NILE COSMETICS > BIO NL PHARMA,ANTI BACTRIAL,MOUTH,45.0,menthol,1
OROGENG-H 125 ML MOUTH WASH,أوروجينج-ه موث واش,HYALURONIC ACID+CINNAMOMUM EXT+MENTHOL+CHLORHEXIDINE DIACETATE+SODIUM FLUORIDE+THYME EXT+TEA TREE EXT+EUCALYPTUS EXT+CLOVE EXT+PROPLIS EXTRACT+PEPPERMINT OIL,DREAMS EL HABBOBA > BIO NL PHARMA,ANTIBACTERIAL,MOUTH,79.0,menthol,1
OROKING-C 50 ML MOUTH SPRAY,أوروكينج-ك موث,PROPOLIS EXT+CHAMOMIL EXT+HYALURONIC ACID+CALENDULA EXT+CALENDULA EXT+CLOVE EXT+VITAMIN C+MENTHOL+GREEN TEA EXT+THYMOL+EUCALYPTUS+PEPPERMINT OIL,DREAMS EL HABBOBA > BIO NL PHARMA,MOUTH SPRAY,UNKNOWN,65.0,menthol,1
OROMAP SPRAY 60ML,أوروماب,CLOVE OIL+HAYALURONIC ACID+MENTHOL+EUCALYPTUS OIL+CHOLOROHEXIDIN,NILE COSMOTIC > SMS PHARMA,ORAL FRESH,ORAL.LIQUID,65.0,menthol,1
OROTALEN_GAURD 60 ML MOUTH SPRAY,أوروتالين_جورد موث,CLOVE OIL+MENTHOL+THYME OIL+GINGER OIL+CHAMOMILE+SAGE OIL+HERBAL EXTRACTS,DREAMS EL HABOBA > TALENO PHARMA,MOUTH SPRAY,UNKNOWN,70.0,menthol,1
OROVEX CLOVE MOUTH WASH 250 ML,أوروفيكس كلوفي موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM MONOFLUOROPHOSPHATE+CHLORHEXIDINE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,95.0,menthol,1
OROVEX DELICATE MOUTH WASH 250 ML,أوروفيكس ديليكاتي موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM FLUORIDE+EUGENOL+POTASSIUM CITRATE+CETYLPYRIDINIUM CHLORIDE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,100.0,menthol,1
OROVEX MISWAK MOUTH WASH 250 ML,أوروفيكس ميسواك موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM MONOFLUOROPHOSPHATE+CHLORHEXIDINE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,100.0,menthol,1
OROVEX MOUTH WASH 120 ML,أوروفيكس موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM MONOFLUOROPHOSPHATE+CHLORHEXIDINE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,45.0,menthol,1
OROVEX MOUTH WASH 250 ML,أوروفيكس موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM MONOFLUOROPHOSPHATE+CHLORHEXIDINE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,95.0,menthol,1
OROVEX SMOKERS MOUTH WASH 250 ML,أوروفيكس سموكيرس موث واش,THYMOL+MENTHOL+GLYCERIN+SODIUM SACCHARINE+SODIUM MONOFLUOROPHOSPHATE+CHLORHEXIDINE,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,100.0,menthol,1
OROVEX-H MOUTH WASH 150 ML,أوروفيكس-ه موث واش,SODIUM HYALURONATE+THYMOL+MENTHOL+GLYCERIN+CHLORHEXIDINE+ALOE+CALENDULA+CHAMOMILE+EUCALYPTUS,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,175.0,menthol,1
OROVIVE MOUTH WASH  250 ML,أوروفيفي موث واش,METHYL SALICYLATE+MINT FLAVOR+POLOXAMER407+SODIUM PHOSPHATE+MENTHOL+THYMOL+FLURIDE+BENZOIC ACID,ITALIAN > KEMICAL,MOUTH WASH,UNKNOWN,75.0,menthol,1
OSOSAGE MASSAGE GEL 50GM,أوسوساجي ماسساجي,CAMPHOR EX+MENTHOL EX+EUCALYPTUS+THYME EX,DREAMS ELHABOBA > TRUE CARE PHARMA,MASSAGE GEL,TOPICAL,50.0,menthol,1
OTTELIA LIQUI-GEL FEMININE WASH 200 ML,أوتتيليا ليكوي- فيمينيني واش,CITRIC ACID+ASCORBIC ACID+ROSEMARY EXT.+THYMOL+MENTHOL CRYSTALS+CHAMOMILE EXT.+GLYCERIN+,COSMOPACK > PURE PHARMA,VAGINAL CARE,VAGINAL,40.0,menthol,1
OXASEIRO MASSAGE CREAM 75GM,أوكساسايرو ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS OIL+EUGENIA,EL NIL FOR PHARMACEUTICAL INDUSTRY > OXALA PHARMACEUTICAL COMPANY,MASSAGE CREAM,TOPICAL,80.0,menthol,1
PACIFY MASSAGE CREAM 50 GM,باسيفي ماسساجي,EUCALYPTUS OIL+MENTHOL+CAMPHOR OIL+GLYCERIN,ITALIAN CO. FOR COSEMETICS > CORE PHARM,MASSAGE CREAM,TOPICAL,75.0,menthol,1
PAN-D TOPICAL LOTION 120ML,بان-د,ZINC OXIDE+CAMPHOR+MENTHOL+GLYCEROL,HI-CARE > PRIMA PHARM,SKIN CARE.SOOTHING,UNKNOWN,60.0,menthol,1
PANDA CREAM 40 GM,باندا,BOSWELLIN+ESCIN+BROMELAIN+TOCOPHEROL NICOTINATE+MENTHOL+ARNICA MONTANA,EL HELOU CO (HEALTHY GROUP) > XTRAMED,MASSAGE,TOPICAL,50.0,menthol,1
PARISHIA STAR 100 GM MASSAGE GEL WITH BEE VENOM,باريشيا ستار ماسساجي ويث بي فينوم,MENTHOL+CINNAMOMUM CAMPHORA BARK OIL+BEE VENOM+CETYL ALCOHOL+CETEARYL ALCOHOL+STEARIC ACID+GLYCERYL STEARATE+METHYLPARABEN+PROPYLPARABEN+TRIETHANOLAMINE+GLYCERIN+WATER+METHYL SALICYLATE+ARNICA EXTRACT+CHILI OIL,NILE COSMETICS FACTORY > PARISHIA PHARMA,MASSAGE GEL,TOPICAL,250.0,menthol,1
PEDIA TOPICAL SPRAY 100 ML,بيديا,ALOE VERA+CHLORHEXIDINE+MENTHOL+PANTHENOL+CHAMOMILE+BEE PROPOLIS+TEA TREE OIL+GLYCERIN,HI-CARE > PEDIA PHARMA,ANTISEPTIC,UNKNOWN,25.0,menthol,1
PEDRO MOUTH SPRAY 60 ML,بيدرو موث,CLOVE+MENTHOL+CHAMOMILE+TEA TREE OIL,EGYPTIAN COMPANY FOR COSMETICS > BELLEZZA PHARMA GROUP,ORAL CARE,SPRAY,70.0,menthol,1
PELEMBAB MASSAGE GEL,بيليمباب ماسساجي,CAMPHOR+EUCALYPTUS OIL+MENTHOL,NILE > YOJEEN,MASSAGE CREAM,TOPICAL,49.0,menthol,1
PENDO CALM RAISE 100 ML LOTION,بيندو كالم رايسي,ZINC OXIDE+THYMUS EXTRACT+CAMPHOR+GLYCERINE+MENTHOL+CHAMMOMILLA EXTRACT+CALAMINE+PHENXYETHANOL,SMARTEC PHARMACEUTICAL AND COSMETICS > AL ARABY PHARMACEUTICAL FOR TRADING AND MANUFACTURING,SKIN LOTION,UNKNOWN,60.0,menthol,1
PENTA-5 OIL 10 SACHETS,بينتا-5 أويل,CLOVE OIL+OLIVE OIL+MENTHOL OIL+PEPPERMINT OIL+B.H.A+EUCALYPTUS OIL+ISOPROPYL ALCOHOL,EL-HELOU PERFUMES & COSMETICS > UNISWAB,MASSAGE,UNKNOWN,95.0,menthol,1
PENTANORM  75GM MASSAGE GEL,بينتانورم ماسساجي,CAMPHOR+MENTHOL+EUCALYPTUS OIL+GINKO BILOBA+PIPERMENT OIL+PANTHENOL,EL NILE > PENTA GRAND PHARMA,SKIN MASSAGE GEL,TOPICAL,87.0,menthol,1
PENTASEED FREEZE 50 GM GEL,بينتاسيد فريزي,CAMPHOR 3%+MENTHOL 5%+METHYL SALICYLATE+ESCIN+MAGNESIUM+OMEGA 3+6 ACIDS+BROMELAIN+BOSWELLIA EXTRACT,ELLYU LABORATORY > PHARMA PENTA AGRO,ANALGESIC   ANTI INFLAMMATORY AND COUNTER IRRITANT,TOPICAL,95.0,menthol,1
PEPRICLO MOUTH SPRAY 50 ML,بيبريكلو موث,CLOVE OIL+THYMOL+CHAMOMILE EXTRACT+MENTHOL+GREEN TEA EXTRACT,ITALIAN COSMETICS COMPANY > AMAZON PHARM,ORAL CARE,MOUTH,79.0,menthol,1
PERFECTION MASSAGE GEL 50 G,بيرفيكتيون ماسساجي,MENTHOL+PEPPERMINT OIL+CAMPHOR+CLOVE+EUCALYPTUS,SMARTEC PHARMACEUTICALS AND COSMETICS > PERFECTION PHARMACEUTICAL,MASSAGE GEL,TOPICAL,65.0,menthol,1
PERFORM TOP. GEL 25 GM,بيرفورم توب,MENTHOL+CAMPHOR,HI-CARE > INTERNATIONAL MEDICAL GUIDE,MASSAGE CREAM,TOPICAL,9.9,menthol,1
PERPDEL 100 GM MASSAGE GEL,بيربديل ماسساجي,CAMPHOR OIL+MENTHOL CRYSTALS+EUCALYPTUS OIL+ALLANTOIN+ALMOND OIL,ECC > ATLANTIC GROUP,MASSAGE GEL,TOPICAL,79.0,menthol,1
PHARCO-VAP OINT.,فاركو-فاب,CAMPHOR+EUCALYPTUS OIL+MENTHOL+METHYL SALICYLATE+THYMOL,PHARCO,.,TOPICAL,6.25,menthol,1
PHYSICOOL MASSAGE GEL 120 GM,فيسيكول ماسساجي,CAMPHOR OIL+MENTHOL+EUCALYPTUS+CLOVE+PEPPERMINT,EGYPTIAN CO. FOR COSMETICS > BIOHEALTH COMPANY FOR MEDICINES,MASSAGE,TOPICAL,125.0,menthol,1
PITANASABRANDIA 60 ML SPRAY,بيتاناسابرانديا,HYALURONIC ACID+PANTHENOL+ALOE VERA EXTRACT+EUCALYPTUS+MENTHOL+VITAMIN A+VITAMIN E+WHEAT GERM OIL+GLYCERINE+CHLORHEXIDINE,BRAND INTERNATIONAL FSC > ALICO PHARMA,ORAL SPRAY,UNKNOWN,60.0,menthol,1
PLATINA MOUTH WASH 200 ML,بلاتينا موث واش,H2O2+CHLOROHEXIDINE+MENTHOL+HYALURONIC ACID,ELHELW > HEALTH LIFE,MOUTH WASH,UNKNOWN,38.0,menthol,1
PLUTIAL GEL 60 GM,بلوتيال,MENTHOL+CLOVE OIL+SESAME OIL+LEMON GRASS OIL+EUGENOL+METHYL SALICYLATE+TRICLOSAN+TRIETHANOLAMINE,EGYPTIAN COMPANY FOR COSMETICS > FUSION PHARM,MASSAGE CREAM,TOPICAL,45.0,menthol,1
POCK FREE MOUTHWASH (120 ML),بوك فري,CHITOSAN+CHLORHEXIDEN DIGLUCONATE 20% SOL. (EQ. TO 0.1 GM PURE CHLORHEXIDIN DIGLUCONATE)+CLOVE OIL+MENTHOL CRYSTALLINE+PEPPERMINT OIL+XYLITOL+POLYSORBATE 80+PURIFIED WATER,PANAX PHARMA > GLOBAL NANO SOLUTIONS,MOUTHWASH,MOUTH,94.0,menthol,1
POLAR FROST COLD GEL 150 ML,بولار فروست كولد,MENTHOL,NIVA MEDICAL > AL KAMAL IMPORTING & MARKETING CO,ANALGESIC,TOPICAL,125.0,menthol,1
POLAR FROST COLD ROLL-ON 75 ML,بولار فروست كولد رولل-أون,MENTHOL,NIVA MEDICAL > AL KAMAL IMPORTING & MARKETING CO,ANALGESIC,TOPICAL,125.0,menthol,1
POLAR FROST COLD SPRAY 220 ML,بولار فروست كولد,MENTHOL,NIVA MEDICAL > AL KAMAL IMPORTING & MARKETING CO,ANALGESIC,TOPICAL,125.0,menthol,1
POLYICE SPRAY 100 ML,بولييسي,MENTHOL,UK MEDICA LIMITED > WALFARM,ANALGESIC,SPRAY,70.0,menthol,1
POLYVANCE 60 GM GEL,بوليفانسي,MENTHOL CRYSTAL+AESCIN+EUCALYPTUS+TEA TREE OIL+POMEGRANATESEED OIL+VITAMIN E+GINGER+CAMPHOR+THYMUS OIL+CLOVE OIL,BEAUT-ITALY > SOBIK PHARMA,MASSAGE GEL,TOPICAL,85.0,menthol,1
POMECARE MOUTH WASH 250ML,بوميكاري موث واش,POMEGRANATE+TEA TREE OIL+ALOE VERA+CLOVE OIL+MENTHOL,BRAND INTERNATIONAL FSC > HEALTHY CARE,MOUTH WASH,MOUTH,35.0,menthol,1
POMIRJA GEL 100 GM,بوميرجا,MENTHOL CRYSTALS+VITAMIN E +CAMPHOR OIL+EUCALYPTUS OIL,DREAMS EL HABBOBA > DOCTOR PHARMA,MASSAGE,TOPICAL,229.0,menthol,1
POMIRJA GEL 50 GM,بوميرجا,MENTHOL CRYSTALS+VITAMIN E +CAMPHOR OIL+EUCALYPTUS OIL,DREAMS > DOCTOR PHARMA,MASSAGE,TOPICAL,119.0,menthol,1
POWER FREEZE SPRAY100ML,بووير فريزي سبراي100مل,MAGNESIUM CHLORIDE+MENTHOL+MENTHA PIPERITA OIL+EUCALYPTUS OIL+CINNAMOUM CAMPHORA BARK OIL+CLOVE OIL+ALMOND OIL+THYME OIL+THYMOL,EL NILE FOR COSMETICS > EFFECT PHARMA,MASSAGE SPRAY TOPICAL ANALGESIC,UNKNOWN,85.0,menthol,1
PRATICOMASS GEL MASSAGE 75 GM,براتيكوماسس ماسساجي,MENTHOL+PEPPER MINT OIL+CAMPHOR,EVITA FOR COSMETICS > PRATICO PHARMACEUTICAL,MASSAGE GEL,TOPICAL,49.0,menthol,1
PRESSROL 50GM GEL,بريسسرول,MENTHOL - CAMPHOR - EUCALYPTUS OIL - ROSEMARY - CURCMA - CLOVE OIL - THYME EXTRACT - BOSWELLIA,SMARTEC > GEOXIL PHARMA,MASSAGE GEL,TOPICAL,70.0,menthol,1
PRIMO PLUS TOPICAL LOTION 120 ML,بريمو بلوس,DIMETHICONE+ZINC OXIDE+ALUMINUM AMMONIUM SULFATE+CAMPHOR+MENTHOL+THYME EXTRACT+GLYCERIN,MACRO GROUP PHARMACEUTICALS,SKIN CARE.MOISTURIZING,UNKNOWN,80.0,menthol,1
PRIVADO GOO 75 GM GEL,بريفادو جو,COMPHER OIL+MENTHOL CRYSTALS+EUCALYPTUS OIL,SMART TEC > PRIVADO PHARMA,MASSAGE GEL,TOPICAL,138.0,menthol,1
PRO LINE COOL CREAM 50 MG,برو ليني كول,MENTHOL+CAMPHOR+EUCALYPTUS+EMU+ARANICA+CLOVE,EL NILE FOR COSMETICS > PRO LINE CARE MEDICINE,MASSAGE CREAM,UNKNOWN,35.0,menthol,1
PROACT 50GM MESSAGE CREAM,برواكت ميسساجي,MENTHOL+CAMPHOR,LANA FACTORY FOR TOOTHPASTE AND COSMETICS > MEDICO,MASSAGE CREAM,UNKNOWN,95.0,menthol,1
PROCLEAN ASTRA 250 ML FEMININE WASH,بروكليان أسترا فيمينيني واش,MELALEUCA ALTERNIFIOLIA LEAF OIL+CITRIC ACID+LACTIC ACID+AROMA+THYMOL+GLYCERIN+MENTHOL+ALOE VERA EXTRACT+CAMOMILE EXTRACT+ALCOHOL+SODIUM LAURETH SULFATE+POLYSORBATE 80+COCAMIDOPROPYL BETAINE+COCAMIDE DEA+SODIUM CHLORIDE+METHYL ISOTHIAZOLINE,SMARTEC PHARMACEUTICAL AND COSMETICS > AL ARABY PHARMACEUTICAL FOR TRADING AND MANUFACTURING,FEMININE WASH,VAGINAL,75.0,menthol,1
PROPOLIS C 20 LOZENGES,بروبوليس ك,VITAMIN C+PROPOLIS+MENTHOL+THYME,MARVEL,SORE THROAT,ORAL.SOLID,100.0,menthol,1
PUCLEAN MOUTH WASH 120 ML,بوكليان موث واش,CHLORHEXIDINE+CLOVE EXT.+MENTHOL CRYSTALS,ITALIAN FACTORY > EMC,MOUTH WASH,MOUTH,55.0,menthol,1
PURGE VAGINAL WASH 120 ML,بورجي واش,MENTHOL+THYMOL+PEPPERMINT+CHAMOMILE+EUCALYPTUS+TRICLOSAN+GLYCEROL+PROPYLBETAINE+CHLORHEXIDINE,EGYPTIAN COMPANY FOR COSMETICS > INTERNATIONAL EGYPTIAN CO.,VAGINAL WASH,VAGINAL,15.0,menthol,1
PUTALAXY GEL 50 GM,بوتالاكسي,EUCALYPTUS OIL+METHYL SALICYLATE+CAMPHOR OIL+PEPPERMINT OIL+MENTHOL+PANTHENOL,DREAMS ELHBOBA > WEA PHARMA,MASSAGE GEL,TOPICAL,75.0,menthol,1
PYRACOOL 100 GM MASSAGE GEL,بيراكول ماسساجي,CAMPHOR+EUCALYPTUS+CINNAMON+PEPPERMINT+CLOVE+MENTHOL,DREAMS > NATURAL PYRAMIDS PHARMA,MASSAGE GEL,TOPICAL,120.0,menthol,1
QROCKAL MASSAGE CREAM 50MG,كروكال ماسساجي,MENTHOL+CAMPHOR OIL+EUCALYPTUS OIL+CLOVE OIL+LEMONE FRUIT OIL+PEPPERMINT OIL,NILE COSMATICS > HEMALIFE PHARMACEUTICALS,MASSAGE CREAM,TOPICAL,55.0,menthol,1
QUEBO MASSAGE 60 GM CREAM,كويبو ماسساجي,MENTHOL+METHYL SALICYLATE+EUCALYPTUS OIL+GLYCERIN+VASELINE,NILE COSMETICS > BLU CARE,MASSAGE CREAM,TOPICAL,65.0,menthol,1
QUICK GO 60 GM MASSAGE GEL,كويك جو ماسساجي,CAMPHOR+CARBOMER+MENTHOL CRYSTAL,ECC > GAMMA PHARMACEUTICAL,MASSAGE GEL,TOPICAL,89.0,menthol,1
QUICK GO PLUS 60 GM MASSAGE GEL,كويك جو بلوس ماسساجي,BOSWELLIA EXTRACT+CALENDULA EXTRACT+MENTHOL CRYSTAL,ECC > GAMMA PHARMACEUTICAL,MASSAGE GEL,TOPICAL,99.0,menthol,1
RADELAX MASSAGE CREAM,راديلاكس ماسساجي,CAMPHOR OIL+MENTHOL CRYSTALS+EUCALYPTUS OIL+PANTHENOL+GLYCERIN,DREAMS EL HABOBA > MEDRINA FOR PHARMACEUTICAL INDUSTRIES,MASSAGE CREAM,TOPICAL,95.0,menthol,1
RADIA ROSE CREAM 50 GM,راديا روسي,MENTHOL+CAMPHOR+TRIETHANOLAMINE+SALICYLATES,HI-CARE > HUMAN CARE,MASSAGE CREAM,TOPICAL,54.0,menthol,1
RADIAN MASSAGE CREAM 100 GM,راديان ماسساجي,CAMPHOR+CAMPHOR OIL WHITE+CAPSICUM OLEORESIN+MENTHOL+METHYL SALICYLATE,THORNTON & ROSS LIMITED > ABOUKIR TRADING,MASSAGE CREAM,TOPICAL,42.5,menthol,1
RADIAN MASSAGE CREAM 40 GM,راديان ماسساجي,CAMPHOR+CAMPHOR OIL WHITE+CAPSICUM OLEORESIN+MENTHOL+METHYL SALICYLATE,THORNTON & ROSS LIMITED > ABOUKIR TRADING,MASSAGE CREAM,TOPICAL,20.0,menthol,1
RADIRAVE  80 ML ROLL ON MASSAGE GEL,راديرافي رولل أون ماسساجي,MENTHOL+CINNAMOMUM CAMPHORA OIL+EUGENIA CARYOPHYLLUS BUD OIL+EUCALYPTUS,ORGANIX > BRAVE PHARMA,ROLL ON MASSAGE GEL,TOPICAL,135.0,menthol,1
RADISEAS 60 ML SPRAY,راديسياس,SEA WATER+VITAMIN A+ALOE VERA EXTRACT+GLYCERINE+EUCALYPTUS OIL+VITAMIN E+BENZALKONIUM CHLORIDE+PANTHENOL+HYALURONIC ACID+MENTHOL,EL NILE FACTORY > RADIX PHARMA,SOLUTION,SPRAY,85.0,menthol,1
RAPGADO MASSAGE GEL 100 GM,رابجادو ماسساجي,GLUCOSAMINE SULFATE+CHONDROITIN SULFATE+METHYL SALICYLATE+CAMPHOR+MENTHOL+EUCALYPTUS OIL+CLOVE OIL+HYALURONIC ACID+GINKO BILOBA,DREAMS EL HABBOBA > GAD PHARMACEUTICAL COMPANY,MASSAGE GEL,TOPICAL,55.0,menthol,1
RAPID MASSAGE CREAM 50 GM,رابيد ماسساجي,CAMPHOR+EUCALYPTUS+MENTHOL+CITRILLUS COLOCYNTH,HI-CARE > AVANO PHARMA,MASSAGE,TOPICAL,60.0,menthol,1
RAVETOP VAGINAL DOUCHE 250 ML,رافيتوب,CAMOMILE EXTRACT&GREPFRUIT EXTRACT&MENTHOL&PROPYLEN GLYCOL,ITALIAN CO. FOR COSMETICS > SAFEMED,VAGINAL CARE,VAGINAL,33.0,menthol,1
RAYEN GEL 120 GM,رايين,GLUCOSAMINE+CHONDROITIN SULFATE+MSM+GINGKO+MENTHOL+ETHANOL+PROPYLENE GLYCOL+VITAMIN (C+E)+CAMPHOR+EUCALYPTUS OIL+CLOVE OIL,> HEAVEN PHARMA GROUP,MASSAGE CREAM,TOPICAL,135.0,menthol,1
REBOSS MASSAGE CREAM 30 GM,ريبوسس ماسساجي,CAMPHOR+MENTHOL+METHYL SALICYLATE+EUCALYPTUS,HI-CARE > NOVEX,MASSAGE CREAM,TOPICAL,45.0,menthol,1
REBOSS MASSAGE CREAM 50 GM,ريبوسس ماسساجي,CAMPHOR+MENTHOL+METHYL SALICYLATE+EUCALYPTUS,HI-CARE > NOVEX,MASSAGE CREAM,TOPICAL,70.0,menthol,1
REBOSS SOOTHING LOTION 100 ML,ريبوسس سوثينج,ZINC OXIDE+OLIVE OIL+MENTHOL+GLYCERIN+TITANIUM DIOXIDE+LANOLINE,HI-CARE > NOVEX,SKIN CARE,UNKNOWN,34.0,menthol,1
RECHAMOND GEL 60 GM,ريتشاموند,MENTHOL+CAMPHOR+ISOPROPANOL+TRIETHANOLAMINE+METHYL PARABEN+CARBOMER,HI-CARE > EVAL PHARMA,MASSAGE CREAM,TOPICAL,90.0,menthol,1
REDOMAX CREAM,ريدوماكس,MENTHOL+CLOVE OIL+EUCALYPTUS OIL+CAMPHOR OIL+SWEET ALMOND OIL,COSMOPACK > REVIVE,MASSAGE CREAM,TOPICAL,53.5,menthol,1
REDOMAX PLUS GEL,ريدوماكس بلوس,THYME OIL+CAMPHOR OIL+CLOVE OIL+PEPPERMINT OIL+CINNAMON OIL+BOSWELLIA CARTERII OIL+EUCALYPTUS OIL+PANTHENOL+MENTHOL CRYSTALS+GLYCERIN,ITALIAN FOR COSMETIC PRODUCTS > REVIVE,MASSAGE GEL,TOPICAL,48.0,menthol,1
REFABIO MASSAGE CREAM 60 GM,ريفابيو ماسساجي,PANTHENOL+CAMPHOR OIL+MENTHOL CRYSTALS+AVOCADO OIL+TWEEN 20+DIMETHICONE+CAPRYLIC/CAPRIC TRIGLYCERIDE+METHYLPARABEN+PROPYLPARABEN+GLYCERIN+CETYL ALCOHOL+STEARIC ACID+TRIETHANOLAMINE+GLYCERYL STEARATE,BRAND INTERNATIONAL FSC > GIPICO,MASSAGE CREAM,TOPICAL,60.0,menthol,1
